,title,date,news_url,image_url,category,contetns
0,엇갈린 부동산 정책…李 '보유세 강화' 尹 '1주택 종부세 비과세',6분전,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=100&oid=421&aid=0005723294,https://imgnews.pstatic.net/image/origin/421/2021/11/15/5723294.jpg?type=ofullfill106_72,100,"(서울=뉴스1) 한재준 기자 = 이재명 더불어민주당 대선 후보와 윤석열 국민의힘 대선 후보가 정반대의 부동산 세제 공약을 내걸며 민심 공략에 나서고 있다. 이 후보는 토지보유세를 도입해 해당 재원으로 기본소득을 지급하겠다고 나선 반면, 윤 후보는 보유세 및 양도소득세 완화를 약속했다. 15일 민주당에 따르면 이 후보의 부동산 세제 공약의 핵심은 기본소득 토지세(국토보유세) 신설이다. 국토보유세로 현재 부동산 보유 실효세율 0.17%를 1.0% 수준까지 끌어올린다는 계획이다. 이 후보는 국토보유세를 통한 보유세 강화로 주택 매물을 유도하겠다는 입장이다. 이중과세를 피하기 위해 종부세는 국토보유세로 통합하고, 재산세제도 조정한다는 설명이다. 민주당 선거대책위원회 관계자는 이날 뉴스1과 통화에서 ""국토보유세는 세목을 신설하기 때문에 종부세를 국토보유세에 통합하고 재산세는 지방세이기 때문에 별도로 조정할 예정""이라고 말했다. 결과적으로 보유세가 강화될 것으로 보이지만 민주당은 국토보유세를 통한 재원으로 기본소득을 지급하기 때문에 '보유세 강화'라고 보기 어렵다고 보고 있다. 이 후보는 보유세를 강화하는 대신 거래세율은 낮추겠다고 약속했다. 당내에서는 양도세 중과세율을 낮추는 방안이 거론되고 있다. 다만 민주당 선대위 정책본부에서는 양도세 중과율 하향 등 완화 방안은 현재 고려하고 있지 않다는 입장이다. 양도세 완화 방안을 공식화할 경우 문재인 정부와 당의 부동산 정책이 충돌할 수 있다는 우려 때문이다. 민주당이 추진하는 1주택자 양도세 비과세 기준 상향(9억원→12억원) 법안이 국회 기획재정위원회 심사를 앞두고 있어 해당 법안이 본회의를 통과한다면 실수요자의 양도세 부담은 충분히 낮출 수 있다는 게 민주당 입장이다. 윤 후보는 1주택자의 보유세 완화 카드를 꺼내들었다. 다주택자에 대한 부동산 세제는 유지하되 실수요자인 1주택자에는 세 부담을 완화하고 양도세율을 낮춰 매물 잠김 현상을 해소하겠다는 것이다. 윤 후보는 전날(14일) 자신의 페이스북을 통해 ""대통령이 되면 종합부동산세를 전면 재검토하겠다""며 ""국민의 급격한 보유세 부담 증가를 해소하고, 양도소득세 세율을 인하해서 기존 주택의 거래를 촉진하고 가격 안정을 유도하겠다""고 밝혔다. 윤 후보는 국민의힘 대선 경선 과정에서도 종부세 전면 재검토를 주장해왔다. 구체적인 방안으로 1세대 1주택자에 대한 보유세 완화를 제시했다. 중장기적으로 종부세를 지방세인 재산세에 편입하고 1주택자에 대해서는 세금을 면제한다는 방침이다. 윤 후보는 ""고가의 부동산을 소유했다거나 다주택을 가진 국민을 범죄자 취급하면서 고액의 세금을 부과하는 것을 마치 정의의 실현인 것처럼 주장한다""며 ""내년 이맘 때에는 국민 여러분께서 더 이상 종부세 폭탄 맞을까봐 걱정 안 하셔도 되게 하겠다""고 했다. 이와 함께 윤 후보는 양도세율 인하도 추진하겠다고 밝혔다. 양도세율 자체를 낮춰 부동산 거래를 촉진한다는 계획이다. "
1,尹 “종부세 폭탄 걱정마라” 與 “시장 혼란 초래할 것”,9분전,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=100&oid=022&aid=0003638030,https://imgnews.pstatic.net/image/origin/022/2021/11/15/3638030.jpg?type=ofullfill106_72,100,"국민의힘 윤석열 대선후보가 14일 종합부동산세 개편안의 청사진을 발표했다. 윤 후보는 이날 페이스북에 “종부세를 재산세에 통합하거나 1주택자에 대해서는 면제하는 방안을 검토하겠다""며 “대통령이 되면 종부세를 전면 재검토할 것”이라고 밝혔다. 더불어민주당은 “무지와 무책임의 소지”라며 “시장의 혼란을 초래할 것”이라고 경고했다. 윤 후보는 “급격한 보유세 부담 증가를 해소하고, 양도소득세 세율을 인하해 기존 주택 거래를 촉진하고 가격 안정을 유도하려고 한다""고 강조했다. 그는 종부세 전면 재검토와 관련, “납세 대상자의 수가 아무리 적다고 하더라도 문제가 많은 세금”이라며 “재산세와 동일한 세원에 대한 이중과세, 조세평등주의 위반, 재산권 보장원칙 위반, 과잉금지의 문제 등이 쟁점”이라고 지적했다. 그러면서 “문재인정부와 민주당은 고가의 부동산을 소유했다거나 다주택을 가진 국민을 범죄자 취급하면서 고액의 세금을 부과하는 것을 마치 정의의 실현인 것처럼 주장한다”고 지적했다. 민주당 선대위 대변인인 신현영 의원은 서면 브리핑을 통해 “전 세계적으로 부동산 보유세를 늘리는 것은 자산 양극화 심화로 이어지고 있는 추세를 막기 위한 시대의 흐름”이라며 “전체 조세체계에 대한 공정과세 관점에서 접근해야 한다. 선심성 공약 남발을 당장 중지하라”고 비판했다. "
2,"“이준석, 가족 겁박”, “윤석열, 日에 면죄부”… 맹공 퍼붓는 與",10분전,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=100&oid=022&aid=0003638025,https://imgnews.pstatic.net/image/origin/022/2021/11/15/3638025.jpg?type=ofullfill106_72,100,"더불어민주당은 국민의힘 이준석 대표가 이재명 대선 후보의 가족을 연달아 거론하자 ""멀쩡한 가족 겁박""이라고 맹공했다. 이 대표는 이재명 후보가 먼저 국민의힘 윤석열 후보의 가족을 거론했다며 “앞으로 자신 있게 이재명 후보의 가족을 건들겠다”고 엄포를 놓은 바 있다. 박찬대 선대위 수석대변인은 14일 자신에 소셜네트워크서비스(SNS)에 이 대표의 발언을 다룬 기사를 공유하며 “정치경력이 꽤 되시고, 공당의 대표이신 분인데 애들 싸움도 아니고 정치적 공방에 ‘무고한 가족을 건드린다’고 겁박을 했다”고 했다. 앞서 이 대표는 지난 12일 KBS라디오 인터뷰에서 “‘본부장’이라는 표현으로 우리 후보의 가족을 건드렸으니, 저도 앞으로 자신 있게 이재명 후보의 가족을 건들겠다. 저는 원래 한 대 맞으면 두 대 돌려주는 편”이라고 말한 바 있다. 이 대표는 13일에도 “민주당이 우리 후보 가족을 공격하는 것을 전략으로 삼는 것에 대해 경고하면서 ‘선을 넘으면 두 배로 대응하겠다’고 했더니 패륜 운운한다”며 “패륜은 가족 간에 입에 담을 수 없는 욕설을 하는 게 패륜인데, 이 후보 측에서 본전도 못 찾을 패륜 이야기를 하니 의아하다“고 꼬집었다. 이 후보는 지난 10일 관훈클럽 초청 토론회에서 “국민의힘 윤석열 후보의 본부장(본인·부인·장모) 비리는 드러난 게 맞지 않느냐”고 언급한 바 있다. 박 대변인도 이날 “혹시 각종 비리 의혹의 총본산인 자당 후보의 ‘본부장’을 돌려치시는 거냐”며 “그 정도로 내부 갈등이 심하시냐. 내밀하게 셀프 자당 ‘디스’하는 것으로 이해하겠다”고 했다. 박 대변인은 전날도 기자회견을 열어 이 대표를 향해 “패륜적 망언, 사과하라”고 촉구했다. 한편 민주당은 윤 후보의 외신기자클럽 간담회에서 나온 발언을 고리로 한 공세도 이어갔다. 국회 외교통일위원회 소속 민주당 의원들은 이날 성명서를 내고 “윤석열 후보의 외교 관계에 대한 발언을 보면서 경악을 금치 못하고 있다”고 비판했다. 이들은 “윤석열 후보는 한일관계 경색을 우리 정부 탓으로 돌렸다”며 “역사를 직시하지 않는 일본에는 면죄부를 주고, 우리 정부 때문이라니 제1야당 대선후보의 역사 인식이 참으로 충격적”이라고 지적했다. 윤건영 의원은 “대선 후보는 평화를 거부하고, 당 대표는 멀쩡한 가족을 겁박하는 것이 지금 국민의힘”이라며 이 대표와 윤 후보를 싸잡아 비판했다. 윤 후보는 지난 12일 외신기자 간담회에서 문재인 정부의 대일정책에 관해 “진정 어린 사과를 했던 일본 정부의 입장이 바뀐 건 단순히 일본 정권·사회의 우경화 문제로만 볼 수 없다”면서 “문 정부의 대일정책이 제대로 잘 굴러왔다면 일본 정부라든가 여론이 그렇게 바뀌지 않았을 것”이라고 말했다. "
3,“언론 환경 너무 안 좋아”… 연일 언론 탓하는 이재명,10분전,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=100&oid=022&aid=0003638024,https://imgnews.pstatic.net/image/origin/022/2021/11/15/3638024.jpg?type=ofullfill106_72,100,"더불어민주당 이재명 대선후보가 연일 언론에 대한 비판을 이어오고 있다. 14일 경남 거창에서 이 후보는 언론 환경에 대해 ‘기울어진 운동장’이라고 언급하며 “나쁜 언론 환경을 이겨낼 수 있도록 여러분이 작은 실천을 해주면 큰 변화가 온다”고 지지자들에게 호소했다. 지난 12일 부산에서도 즉석연설을 통해 “잘못한 것이 없어도 잘못했을지도 모른다는 소문으로 도배가 된다“며 언급한 데 이어 비판을 쏟아낸 셈이다. PK(부산·울산·경남) 지역을 사흘째 방문 중인 이 후보는 이날 경남 거창 적십자병원 앞에서 시민들과 만나 이같이 말하며 “태산도 티끌에서 시작하는 거다. 대한민국 5000만 국민이 역사를 만드는 것”이라고 말했다.  이 후보는 “지금 언론 환경이 너무 안 좋다. 어디 가서 말실수 하나 안 하려고 정말 노력하는데 요만한(작은) 것 같고, 이만하게(크게) 만들고 다른 쪽은 엄청나게 문제가 있어도 ‘노코멘트’, ‘나 몰라라’ 하는 안타까운 현실”이라고 주장했다. 이어 이 후보가 “누군가 이 기울어진 운동장을 정상적으로 만들어야 한다. 누가 언론 역할을 해야 한다고요“라고 묻자 시민들은 “우리가”라고 답했다. 그러면서 ”공감이라도 한 번 누르고, 댓글이라도 한 번 쓰고, 친구들에게 좋은 기사 알리고 거짓말하면 '그게 아닙니다'라고 말해야 세상이 많이 바뀌지 않겠느냐”고 유권자들에게 호소했다. 앞서 이 후보는 지난 12일 부산 중구 BIFF 광장에서도 “상대방은 엄청나게 나쁜 짓을 해도 아무 문제가 없는 것처럼 넘어간다”며 “언론 환경이 매우 나빠서 우리는 잘못한 게 없어도 잘못했을지도 모른다는 소문으로 도배가 된다”고 말했다. 그러면서 “우리가 언론사가 되어야 한다”며 “우리의 진실을 알리고, 저들의 잘못을 우리의 카카오톡으로·텔레그램 방으로, 댓글로, 커뮤니티에서 열심히 써서 언론이 묵살하는 진실을 알리고 우리가 억울하게 왜곡된 정보들을 고치자“고 주장했다. "
4,"고민정, 블라인드 채용법 발의 알리려다 ‘모교 비하‘ 논란",10분전,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=100&oid=022&aid=0003638023,https://imgnews.pstatic.net/image/origin/022/2021/11/15/3638023.jpg?type=ofullfill106_72,100,"더불어민주당 고민정 의원이 블라인드 채용법 발의를 예고하면서 모교인 경희대 수원캠퍼스를 '분교'로 지칭했다가 논란이 일자 게시글을 수정했다. 고 의원은 지난 13일 자신의 SNS에 '블라인드 채용법' 발의를 예고하며 “저 또한 블라인드테스트로 KBS에 입사한 경험이 있어 법제화의 중요성을 누구보다 절감하고 있다“며 “제2, 제3의 고민정이 탄생하도록 동료 의원들의 공동발의를 요청한다”며 이러한 내용을 담은 글을 민주당 의원들에게 보냈다고 밝혔다. 고 의원은 “문재인 정부 들어 공공기관들이 블라인드 테스트를 하고 있고 효과도 입증됐지만, 법제화가 돼 있지 않아 늘 불안한 마음”이라며 “청년들이 출신학교를 지운 ‘블라인드테스트’를 치를 수 있도록 ‘공공기관 공정채용법 제정안’을 만들었다”고 설명했다. 이어 그는 “꽤 많은 의원이 공동발의에 흔쾌히 동참했고 계속 진행 중”이라며 “물론 이 법안은 첫걸음이다. 공공기관뿐 아니라 민간 기업들에까지 전파되어야 하기 때문”이라고 덧붙였다. 다만 고 의원은 당초 이 글에서 “저는 당시 분교였던 경희대 수원캠퍼스를 졸업했지만, 이 제도 덕분에 이 자리까지 오게 됐다”고 했다가 이후 분교라는 표현을 삭제했다. 댓글과 온라인 커뮤니티 등에서 '분교'라는 표현에 항의가 잇따르자 이를 고려한 것으로 보인다. "
5,"홍준표가 만든 ‘청년의 꿈’, 첫날부터 게시글 7700개 넘기며 흥행",10분전,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=100&oid=022&aid=0003638022,https://imgnews.pstatic.net/image/origin/022/2021/11/15/3638022.jpg?type=ofullfill106_72,100,"국민의힘 대선 경선 후보였던 홍준표 의원이 14일 공개한 플랫폼 ‘청년의 꿈’이 첫날부터 전체 게시글 7700개를 넘기며 인기몰이에 나섰다. 밤 11시를 전후해서는 동시접속자 숫자가 더 많아지면서 플랫폼 서버에 접속 장애가 발생하기도 했다. 홍 의원은 이날 '청년의꿈'이라는 이름의 웹사이트를 공개하고 청년을 끌어모으기 위한 외연 확장 행보를 재개했다. 홍 의원은 이날 저녁 자신의 소셜네트워크서비스(SNS)에 ""청년의꿈을 오늘 시험 개통했다""며 ""아직 모바일 앱도 만들어야 하고 기능도 향상해야 하고 할 일이 태산""이라고 했다. 이어 ""청년들의 놀이터답게 각종 동아리 모임도 만들고 가입과 탈퇴도 자유로이 하게 될 것""이라며 ""청년 앱과 페이스북, 유튜브도 연결되도록 하여 웹서핑이 가능하도록 하겠다""고 밝혔다. 또 ""청년들의 고뇌, 제안은 언제나 함께하도록 하겠다""며 ""함께 하면 세상을 바꿀 수 있다""고 덧붙였다. 청년의 꿈 소개란에는 ""갈 곳 없이 방황하는 청년들은 모두 모이자. 힘들고 어려운 청년 들은 이곳에서 모이자. 꿈과 희망을 잃은 청년들은 이곳에 모이자. 우리가 힘을 합치면 대한민국을 바꿀 수 있다""는 문구가 쓰여 있다. 홍 의원은 ‘준표형’이라는 닉네임을 쓰며 '청문홍답(靑問洪答)'에서 첫날부터 청년들의 질문에 직접 답변하며 소통에 나섰다. 탈당 후 대선에 출마해주시면 안 되겠냐는 질문에는 “안됩니다”라고 말했고, 홍 의원이 보기에 이준석 대표는 어떠냐는 질문에는 “영특하고 사리 분명한 청년”이라고 답했다. 초고령화 사회에서 우리나라의 이민정책 인구정책에 대한 평가를 묻는 말에 홍 의원은 ""다민족 정책보다 결혼하고 출산하는 사회보장제도 확립이 더 중요하다""는 견해를 밝히기도 했다. 내년 지방선거에서 경남도지사 도전 가능성을 묻자 “그기는 졸업했다”는 댓글을 달았고, ‘비리 대선이 끝난 뒤 당 대표에 도전해 구태청산을 하는 멋진 모습을 기대한다’는 글에는 “당 대표는 두 번이나 했다”며 선을 그었다. 청년의꿈은 이날 홈페이지 관리자는 밤 11시를 전후, 긴급공지를 통해 “현재 예상을 뛰어넘는 많은 동시접속자 수와 유저분들의 활동으로 서버 용량이 임계치에 다다른 상태”라며 “안정적인 운영을 위해 전 직원이 대응하여 지속해서 서버 보강 작업 중이오니 혹여나 사용 중에 장애가 발생한다 하여도 이해를 바란다”고 밝혔다. 당내 경선 결과에 승복하고 백의종군을 시사한 홍 의원이 경선 과정에서 자신에게 열성적인 지지를 보여줬던 2030세대를 중심으로 사실상의 독자 세력화를 도모하고 있는 것 아니냐는 관측이 적지 않다. 홍 의원이 경선이 끝난 후에도 윤석열 대선후보를 견제하는 행보를 계속 보이면서 이 같은 관측에도 무게가 실린다. 한편 윤석열 대선후보는 경선이 끝난 후 홍 의원과의 회동을 추진하기 위해 접촉을 시도했지만 명확한 답변은 받지 못한 것으로 알려졌다. "
6,"이재명의 실언, 윤석열의 호언, 심상정의 단언… 주말 달군 대선 주자의 ‘입’",12분전,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=100&oid=022&aid=0003638016,https://imgnews.pstatic.net/image/origin/022/2021/11/15/3638016.jpg?type=ofullfill106_72,100,"더불어민주당 이재명 대선 후보가 14일 민심 청취를 위한 부산·울산·경남(부·울·경) 지역 순회 일정을 마무리했다. 사흘간 버스로 각지를 다니며 청년 스타트업 대표와 조선업계 종사자 등 다양한 목소리를 경청하면서도 ‘부인 폭행’ 유언비어에 대해선 부인과 ‘즉석 통화’를 통해 적극 해명에 나섰다. 그러나 ‘부산은 재미없다’는 실언으로 ‘지역 비하’라는 구설에 올랐다. 이 후보는 이날 경남지역 방문을 끝으로 2박3일간 ‘매주 타는 민생버스’(매타버스) 부·울·경 지역 순회 일정을 마무리했다. 이 후보는 합병 이슈로 노사 갈등이 첨예한 거제 대우조선소를 찾아 노사 양측 및 시민대책위원회와 타운홀 미팅을 했다. 그는 “최적의 결론을 만들겠지만, 특정 소수만 이익을 보고 다수는 배제되고 피해받는 방식은 안 된다는 것은 분명하다”며 “노동자들의 일자리 문제도 합리적인 길을 찾는 방식으로 가는 게 좋겠다”고 했다. 이 후보는 다만 “안타까운 것은 어떤 것도 약속할 수 없는 상황”이라며 “약속이 거짓말이 될 가능성이 높다”고 덧붙였다. 지키지 못할 약속으로 국민 신뢰를 잃을 순 없다는 평소 소신을 드러낸 것으로 해석됐다. 민주당은 이 후보의 ‘부인 폭행’ 의혹에 종지부를 찍기 위한 총력전에 나섰다. 지난 12일 기자회견에 이어 이날 이 후보가 부인 김혜경씨를 병원으로 이송하려고 지난 9일 새벽 119와의 통화 내용을 공개했다. 이 후보는 통화에서 “토사곽란에다 얼굴이 좀 찢어져서 응급실에 가야 한다”고 전했다. 이 후보는 전날 거제의 한 캠핑장에서 지역 예비부부와 함께 진행한 ‘명심 캠프’ 토크쇼에선 부인 김씨와 ‘즉석 통화’를 했다. 김씨는 참석자들한테 “잠시 기절을 했었는데, 눈을 다친 다음에 남편이 저기서 막 울고 있는 것”이라고 당시 상황을 전하며 “상상이 안 가시죠. 좀 뭉클했다”고 했다. 이 후보는 전날 부산 영도구 한 카페에서 스타트업 대표들과 만나 고충을 듣는 과정에서 “부산은 재미없잖아, 솔직히”라고 해 구설에 올랐다. 그는 “재미있긴 한데, 강남 같지는 않은 측면이 있는 것이다, 젊은이들은”이라고 부연했지만, 비판을 피하지 못했다. 이 후보 측은 지역균형발전을 강조하려는 발언이었다는 입장이다. 야권은 이 후보가 지역 비하 발언을 했다고 몰아세웠다. 국민의힘 윤석열 대선 후보 측 장예찬 전 청년특보는 “이 후보는 평소 강남에서 뭘 하길래 부산이 재미없는 도시라는 지역 비하 발언을 내뱉는지 모르겠다”고 했다. 부산 남구가 지역구인 같은 당 박수영 의원은 사회관계망서비스(SNS)에 “이해찬 전 대표는 ‘부산 초라해’, 이 후보는 ‘부산 재미없잖아’ 부산이 우습게 보이나”라고 했다. 국민의힘 윤석열 대선후보가 14일 1주택자 종합부동산세 면제 등을 강조한 데에는 여권의 부동산 정책 실패를 부각하겠다는 뜻으로 풀이된다. 여권이 윤 후보의 종부세 재검토를 “공정과세로 접근해야 한다”고 맞받아치며 “부자본색”이라고 비판한 것은 이같은 프레임에 걸려들지 않겠다는 의도이다. 윤 후보는 이날 페이스북에 “정부는 집값이 많이 올랐으니 당연히 세금을 더 내야 한다고 주장하지만 세금은 현금으로 내는 것이다. 1주택 보유자 중 수입이 별로 없는 고령층도 있다. 내년 이맘때에는 국민 여러분께서 더는 종부세 폭탄 맞을까 봐 걱정 안 하셔도 되게 하겠다”며 종부세 전면 재검토를 약속했다. 그러면서 “1세대 1주택자에 대한 세율을 인하하고, 장기보유 고령층 1세대 1주택자에 대해선 매각 또는 상속 시 까지 납부유예 제도 도입을 고려하겠다”고 했다. 윤 후보가 이날 종부세 문제를 직접 거론한 것은 이번 달 각 가정에 ‘종부세 고지서’가 날아오기 때문이다. 문재인정부 출범 이후 주택 가격이 급등한 데 더해 세율까지 올랐다. 부동산 문제에 대한 국민적 반감이 큰 분위기 속에서 현 정권 부동산 실정을 부각하겠다는 것이다. 그러자 더불어민주당 진성준 의원은 페이스북에 “윤 후보가 우리 국민의 1.7%에 해당하는 집부자, 땅부자를 위한 종부세 감면론을 제기했다. 이미 엄청 오른 땅값과 집값으로 막대한 불로소득을 얻은 분들에게 세금까지 깎아 주자니, 도대체 이분들에게 얼마나 더 몰아 주어야 한단 말인가”라며 “이것이 윤 후보가 말하는 ‘공정’과 ‘상식’인가”라고 따져 물었다. 한편, 국민의힘은 이르면 이번 주 중 선거대책위원회를 출범할 것으로 관측된다. 이를 통해 본선 초반 악재로 꼽히던 김종인 전 비대위원장, 이준석 대표와 주도권 싸움을 해소할 수 있을지 주목된다. 윤 후보는 ‘원톱’ 총괄선대위원장 밑에 분야별 총괄본부장을 병렬적으로 두는 실무형 선대위를 꾸리겠다는 방침인 것으로 알려졌다. 경선 상대 후보와 당내 중진 의원들을 아우를 수 있는 ‘원팀형 조직안’이면서, 김 전 위원장에게 권한을 보장할 수 있는 절충안이라는 평가가 나온다. 국민의힘은 또 온라인 공간에서의 댓글 조작을 막기 위한 ‘크라켄 프로그램’을 공개했다. 2017년 대선 킹크랩 프로그램으로 댓글 등을 조작한 ‘드루킹 사건’의 재발을 막기 위한 대응책이다. 정의당 심상정 대선 후보는 14일 더불어민주당 이재명 후보와의 단일화와 관련해 “가당치 않다”고 잘라 말했다. 다만 국민의당 안철수, 새로운물결 김동연 후보 등과 연대에 대해서는 “그분들과 공통분모가 있다면 정책 사안별 연대는 (가능하다고) 보고 있다”고 문을 열어뒀다. 안 후보도 이날 김 후보에 대해서는 “어쨌든 힘을 합칠 여지는 있다”고 밝혔다. 심 후보는 이날 연합뉴스와 인터뷰에서 “시민들의 생각, 민심을 굉장히 안이하게 보고 있다고 본다”며 단일화 가능성을 일축했다. 이어 “민주당이라는 개혁 열차는 이미 탈선한 지 오래”라며 “(여권) 단일화는 양당이 대변하지 못하는 수많은 시민의 다양한 목소리를 배제하는 것”이라고 강조했다. 이 후보와 관련한 대장동 사건 특검에 대해서는 “특검의 필요성은 검찰의 뒷북·무능 수사에 있다. 국민 10명 중 7명 이상 특검을 요구하고 있다”며 “국민이 생떼를 부리고 있다는 것인가. 이것은 국민의 명령”이라고 촉구했다. 안 후보는 MBN에 출연해 제3지대 연대와 관련해 “지금 당장 어떤 제안이 오거나 이야기가 오고 가고 있는 그런 단계는 아니다”라면서도 “지금 기득권 양당이 서로 권력을 교대하면서 사실상 적폐 교대를 하는 데에 대해서 굉장히 문제의식을 많이 가지고 있는 것 아니겠나. 언제 기회가 되면 서로 이야기를 하면서 공통적인 정책이 있다면 정책 공조는 할 수 있는 것”이라고 말하며 가능성을 열어뒀다. 안 후보는 국민의힘 윤석열 후보와 단일화 질문에는 “국민의힘이 양보를 하면 압도적으로 정권교체가 가능하겠다”고 했다. 반면 김 후보는 KBS에 나와 “지금 나오신 후보들 다 3수, 4수 하신 분들이다. 국민들에게 중도실용에 대한 비전과 확신을 심어주지 못했다”고 지적했다. "
7,“군대라도 다녀와야 남자”… 병무청 홍보영상 논란,13분전,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=100&oid=022&aid=0003638013,https://imgnews.pstatic.net/image/origin/022/2021/11/15/3638013.jpg?type=ofullfill106_72,100,"병무청이 최근 유튜브 계정에 올린 병영생활 관련 홍보영상이 사회복무요원 비하 논란에 휩싸였다. 병무청은 지난 5일 공식 유튜브 계정에 ‘친구에게 듣는 군 생활 이야기’라는 제목의 영상을 게시했다. 휴가를 나온 현역병이 군 입대를 앞둔 친구들과 군대생활 등에 대해 이야기를 나누는 내용을 담고 있다. 문제의 발언은 현역으로 군 복무 중인 주인공이 병역판정검사에서 4급 판정을 받았다가 병무청의 ‘슈퍼힘찬이 프로젝트’를 통해 체중을 감량한 후 현역으로 입대한 과정을 설명하면서 나왔다. 주인공은 “현역으로 갔다 와야 내 성격이 허락할 것 같아 슈퍼힘찬이 제도를 신청했다”고 말했다. 친구는 “하긴 네 성격에 군대라도 다녀와야 어디 가서 당당하게 남자라고 이야기하지”라고 답했다. 이에 주인공은 “어차피 우리 다 군대 가야 하잖아. 그런 거라면 제대로 가고 싶다는 게 내 생각인 거지”라고 말했다. 주인공의 발언은 병역판정검사에서 4급 판정을 받았다가 병무청의 ‘슈퍼힘찬이 프로젝트’를 통해 살을 뺀 후 현역으로 입대했다는 설명이 담겨 있다. ‘슈퍼힘찬이 프로젝트’는 병역판정검사에서 체중 등으로 4·5급 판정을 받은 사람이 현역 입대를 희망하면 병원이나 피트니스클럽, 보건소 등의 도움을 받을 수 있도록 비용을 지원하는 제도다. 병역처분기준에 따르면 1~3급은 현역병 입영, 4급은 보충역(사회복무요원), 5급은 전시근로역(전시군사지원), 6급은 면제다. 동영상이 게시된 직후 온라인 커뮤니티 등을 중심으로 해당 대화 내용에 대해 “현역과 공익 갈라치기냐”는 등의 비난이 쇄도했다. 청년정의당은 13일 “사회복무요원으로 헌신하는 청년들에 대한 심각한 비하 발언”이라며 삭제와 사과를 요구했다. 청년정의당 강민진 대표는 “최저임금조차 주지 않고 청년을 헐값 취급하는 대한민국 군대는 근본적으로 바뀌어야 한다”며 “병무청의 홍보영상에서 군의 현실에 대한 반성은 찾아볼 수 없었고 월급이 올랐다느니 하는 미화만 가득했던 점도 유감”이라고 밝혔다. 논란이 증폭되자 병무청은 논란의 소지가 있는 영상 내용을 수정하기로 했다. 병무청 관계자는 14일 “본래 취지와 달리 논란이 된 것에 대해 유감”이라며 “앞으로 국민 입장에서 공감할 수 있는 병무행정을 해나갈 수 있도록 노력하겠다”고 말했다. "
8,"이인영 “‘3세대 민주화 주역’ 청년세대, 평화의 1세대 돼주시길”",13분전,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=100&oid=022&aid=0003638010,https://imgnews.pstatic.net/image/origin/022/2021/11/15/3638010.jpg?type=ofullfill106_72,100,"이인영 통일부 장관이 청년들이 주역이 돼 평화의 한반도 시대를 열어가야 한다고 당부했다. 이 장관은 지난 13일 서울 종로구 남북회담본부에서 열린 대학생 모의 남북회담 결선대회에서 이같이 당부했다. 이 장관은 “일부에서는 요즘 청년세대가 남북관계에 관심이 없다는 비판과 염려의 목소리도 존재하는 것이 사실”이라면서 “여러분이 루저나 아웃사이더가 아닌 말 그대로 디자이너가 되고, 크리에이터가 되고 또 코디네이터가 되어서 주인공이 되셨으면 좋겠다”고 밝혔다. 그는 “4·19세대가 대한민국 민주화의 1세대라면 5·18과 6·10 민주화항쟁 세대는 우리나라 민주화의 2세대다. 여러분은 아마 촛불세대로서 우리나라 민주화 3세대”라며 “2세대 민주화의 한 사람으로서 3세대 민주화의 주역인 여러분에게 평화의 1세대가 돼주실 것을 정중하게 권면하고 응원하고 싶다”고 강조했다. 또 이 장관은 모의회담을 지켜본 소감으로 “30년 이전쯤 제가 대학 다니던 시절 사회운동에 나와서 활동하던 시절에 꿈꿨던 남북청년학생회담”이라며 “매우 유연하고 단계적인 합의의 도출과정에 대해 저도 큰 기대를 갖게 되었다”고 평가했다. 그러면서 그는 “한반도 평화가 좀 더 일상화되면 남북의 2030들이 한반도의 미래를 치열하게 논의해 보는 말 그대로 ‘남북청년회담’을 개최하고 여러분을 초청하는 순간도 꿈꿔보게 됐다”고 덧붙였다. "
9,"與, 사회복지 특위 발대식…위원장에 고민정",13분전,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=100&oid=001&aid=0012792348,https://imgnews.pstatic.net/image/origin/001/2021/11/15/12792348.jpg?type=ofullfill106_72,100,"(서울=연합뉴스) 고동욱 기자 = 더불어민주당은 15일 오후 국회에서 사회복지 특별위원회 발대식을 열고 본격 활동에 들어간다. 사회복지특위는 사회복지 분야의 정책과 공약을 발굴하고 이해 관계자들의 의견을 수렴하기 위해 출범했다. 특위는 이날 발대식에서 송영길 대표, 윤호중 원내대표, 김민석 보건복지위원장 등이 참석한 가운데 향후 활동계획을 발표할 계획이다. "
