,title,date,news_url,image_url,category,contetns
0,"청년 플랫폼 연 洪, '2027 대선출마' 질문에 ""검토해보겠다""(종합)",1시간전	,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=100&oid=001&aid=0012792212,https://imgnews.pstatic.net/image/origin/001/2021/11/14/12792212.jpg?type=ofullfill106_72,100,"(서울=연합뉴스) 이동환 기자 = 국민의힘 홍준표 의원은 14일 청년들과 소통하기 위한 플랫폼인 '청년의꿈'을 열면서 ""청년들의 고뇌와 제안은 언제나 함께하도록 하겠다""라고 말했다. 그는 ""아직 모바일 앱도 만들어야 하고, 기능도 향상해야 하고 할 일이 태산""이라며 ""청년들의 놀이터답게 각종 동아리 모임도 만들고 가입과 탈퇴도 자유롭게 하게 될 것""이라고 말했다. 이어 페이스북과 유튜브로도 연결해 웹 서핑이 가능하게 하겠다면서 ""욕설, 비방, 저질스러운 말들은 차단 기능을 두겠다""라고 덧붙였다. 청년의꿈에는 '청문홍답(靑問洪答)' 코너가 마련됐다. 청년의 고민에 홍준표가 답한다는 취지의 게시판으로 이날 오후 11시 기준 900개가 넘는 글이 올라왔다. 홍 의원은 '2027년 대선에 도전해볼 생각이 있느냐'는 글에 ""검토해보겠습니다""라는 답글을 달았다. 대권 재도전에 대해 언급한 것은 이번이 처음이다. '뽑을 사람이 없다. 탈당 후 대선 출마해주면 안 되느냐'는 글에 홍 의원은 ""안 됩니다""라는 짤막한 답변을 남겼다. '윤석열이 나가리되면 대타로 나갈 수 있느냐'는 또 다른 글에도 ""없습니다""라고 답했다. '만약 윤석열 후보에게 치명적인 흠이 생겨 중도 사퇴하면 구원 등판이 가능하냐'는 질문에는 ""그분은 사법시험 9수를 한 사람입니다. 절대 사퇴는 없을 것입니다""라고 적었다. '경남지사 3선에 도전할 생각이 있느냐', '법무부 장관 못 해본 것 아쉬운가요'라는 질문에는 ""그거는 졸업했어요""라고 똑같이 답했다. 또 '당 대표 도전할 생각 없느냐'는 글에는 ""당 대표는 두 번이나 했다""고 말했다. 이준석 대표에 대한 평가를 묻는 글에는 ""영특하고 사리 분명한 청년""이라고 답했다. '주 120시간' 투자해서 청문홍답 할 생각 있느냐는 질문에는 ""그러다가 죽습니다""라고 답했고, 기말고사를 3주 앞뒀다는 중학교 2학년 학생이 집중력이 좋지 않아 걱정이라는 글에는 ""시간 있을 때 절에 가서 참선해보라""고 조언했다. 인기게시판·정치게시판·자유게시판·동아리 갤(갤러리)·'짤방'(사진 이미지) 항목 등으로 구성된 게시판에는 현재까지 7천800여개의 글이 게시됐다. 이번 플랫폼 개설을 두고 홍 의원이 독자 세력화를 도모하려는 것 아니냐는 당 일각의 시선도 있었다. 그렇지만 홍 의원이 앞서 백의종군 선언을 하며 ""나머지 정치 인생은 이 땅의 청장년들과 꿈과 희망을 같이 하는 여유와 낭만으로 보내고 싶다""고 밝힌 만큼 독자 행보와는 거리가 있다는 분석이 지배적이다. "
1,"고민정, 경희대 수원캠 분교 발언했다 삭제…""동문에 피해"" 비판(종합)",1시간전	,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=100&oid=001&aid=0012792211,https://imgnews.pstatic.net/image/origin/001/2021/11/14/12792211.jpg?type=ofullfill106_72,100,"(서울=연합뉴스) 고상민 김수진 기자 = 더불어민주당 고민정 의원이 모교인 경희대 수원캠퍼스를 '분교'로 지칭했다가 논란이 일자 게시글을 수정했다. 고 의원은 지난 13일 페이스북에서 '블라인드 채용법' 발의를 예고하면서 ""저 또한 블라인드테스트로 KBS에 입사한 경험이 있어 법제화의 중요성을 누구보다 절감하고 있다""고 말했다. 고 의원은 ""제2, 제3의 고민정이 탄생하도록 동료 의원들의 공동발의를 요청한다""며 이러한 내용을 담은 글을 민주당 의원들에게 보냈다고 밝혔다. 고 의원은 ""문재인 정부 들어 공공기관들이 블라인드 테스트를 하고 있고 효과도 입증됐지만, 법제화가 돼 있지 않아 늘 불안한 마음""이라며 ""청년들이 출신학교를 지운 '블라인드 테스트'를 치를 수 있도록 '공공기관 공정채용법 제정안'을 만들었다""고 강조했다. 그는 ""꽤 많은 의원이 공동발의에 흔쾌히 동참했고 계속 진행 중""이라며 ""물론 이 법안은 첫걸음이다. 공공기관뿐 아니라 민간 기업들에까지 전파되어야 하기 때문""이라고 말했다. 이어 ""현재 진행되고 있는 공공기관의 블라인드 채용을 공고히 하고 민간기업으로까지 확산시킬 방안들도 준비하겠다""고 덧붙였다. 고 의원은 당초 이 글에서 ""저는 당시 분교였던 경희대 수원캠퍼스를 졸업했지만, 이 제도 덕분에 이 자리까지 오게 됐다""고 했다가 이후 분교라는 표현을 삭제했다. 이는 댓글과 온라인커뮤니티 등에서 '분교'라는 표현에 항의가 잇따른 데 따른 것으로 보인다. 한 페이스북 이용자는 고 의원의 게시글에 대해 ""경희대 수원캠퍼스(현 국제캠퍼스)는 분교가 아니다. 모교를 욕보이지말라""고 비판했다. 일부 온라인 커뮤티니와 기사 댓글 등에서도 ""왜 엄하게 동문들에게 피해를 주느냐"", ""캠퍼스가 이원화된 것인데 공적인 자리에서 저런 발언을 하는게 우습다""는 지적이 연달아 제기됐다. "
2,"“다자대결, 윤석열 48.3% vs 이재명 32.2%”(여론조사)",1시간전	,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=100&oid=081&aid=0003229858,https://imgnews.pstatic.net/image/origin/081/2021/11/14/3229858.jpg?type=ofullfill106_72,100,"차기 대선후보 적합도에서 국민의힘 윤석열 대선 후보가 더불어민주당 이재명 대선 후보를 오차범위를 넘어서는 격차로 앞선다는 여론조사 결과가 나왔다. 14일 여론조사업체 피플네트웍스리서치(PNR)가 뉴데일리와 시사경남 의뢰로 지난 12∼13일 전국 1002명을 대상으로 조사한 결과 윤 후보가 48.3%로 이 후보(32.2%)보다 16.1%포인트 앞섰다. 전주와 비교해 윤 후보는 2.5%포인트, 이 후보는 1.9%포인트 각각 올랐다. 이에 따라 두 후보 간 격차는 전주의 15.5%포인트에서 0.6%포인트 더 확대됐다. 이어 국민의당 안철수 후보 3.8%, 정의당 심상정 후보 2.8%. 김동연 전 경제부총리 1.5% 순이었다. 윤 후보는 호남을 제외한 전 지역에서 이 후보에 앞섰다. 연령별로는 40대를 제외한 전 연령대에서 윤 후보가 이 후보보다 우세했다. 한편 조사방식은 무선전화 85%, 유선전화 15%다. 이번 조사의 표본오차는 95% 신뢰수준에 ±3.1%포인트다. 자세한 내용은 중앙선거여론조사심의위원회 홈페이지를 참고하면 된다. "
3,"개그맨 김준현 성대모사? 박찬대, 김기현에 ""고래?""",1시간전	,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=100&oid=088&aid=0000730914,https://imgnews.pstatic.net/image/origin/088/2021/11/14/730914.jpg?type=ofullfill106_72,100,"최근 같은 당 이재명 대선 후보와 관련해 활발하게 페이스북에 글을 써 온 박찬대 더불어민주당 선거대책위원회 수석대변인이 14일 늦은 저녁 김기현 국민의힘 원내대표를 '저격'하는 뉘앙스의 글을 올렸다. 그런데 늘상 전하던 '딱딱한' 논평 형식 글이 아닌, '유희'를 가미한 독특한 형식의 글을 올려 시선이 향하고 있다. 박찬대 수석대변인은 14일 오후 10시 28분쯤 자신의 페이스북에 다음과 같은 짧은 글을 올렸다. ▶글에서 잇따라 언급한 고래는 '울산 고래고기 사건'을 가리키는 것으로 해석된다. 청와대 하명 수사 의혹, 문재인 정부의 울산시장 선거 개입 의혹, 울산경찰청장 출신 황운하 더불어민주당 국회의원, 그리고 울산광역시장 출신 김기현 원내대표가 대표적인 연관 키워드이다. 이와 관련해 더불어민주당은 김기현 원내대표에 대해 ""단죄돼야 할 고래고기 사건의 부패비리와 김기현 형제 등의 토착비리는 덮였다""(2021년 4월 9일 황운하 의원 페이스북)는 등의 비판을 제기하는 등, 김기현 원내대표에게 꼬리표로 붙인 상황이다. ▶또한 고래는 개그맨 김준현이 2011~2012년 방송된 KBS 개그콘서트 '비상대책위원회'를 통해 선보인 ""고뤠~?""라는 유행어를 따라한, 일종의 패러디를 한 것으로도 추정된다. 물론 '고래'와 '고뤠'는 표기는 다르지만, '?(물음표)'를 붙여 거듭 되묻는 표현 방식이, 김준현의 방송에서의 구사와 박찬대 수석대변인의 구사(페이스북 글에서 모두 4차례 표기)가 닮았다. 박찬대 수석대변인은 페이스북 글에서 김기현 원내대표를 두고 LH공공개발과 조폭 가짜 돈다발 사진 조작 의혹 등 대장동 의혹과 관련해 더불어민주당이 국민의힘에 공세를 가하고 있는 요소들을 언급했다. "
4,차기 대선후보 적합도…윤석열 48.3% 이재명 32.2%,2시간전	,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=100&oid=082&aid=0001127481,https://imgnews.pstatic.net/image/origin/082/2021/11/14/1127481.jpg?type=ofullfill106_72,100,"차기 대선후보 적합도에서 국민의힘 윤석열 대선 후보가 더불어민주당 이재명 대선 후보를 오차범위를 넘어서는 격차로 앞선다는 여론조사 결과가 14일 나왔다. 여론조사업체 피플네트웍스리서치(PNR)가 뉴데일리와 시사경남 의뢰로 지난 12∼13일 전국 1002명을 대상으로 조사한 결과 윤 후보가 48.3%로 이 후보(32.2%)보다 16.1%포인트 앞섰다. 전주와 비교해 윤 후보는 2.5%포인트, 이 후보는 1.9%포인트 각각 올랐다. 이에 따라 두 후보 간 격차는 전주의 15.5%포인트에서 0.6%포인트 더 확대됐다. 윤 후보는 호남을 제외한 전 지역에서 이 후보에 앞섰다. 연령별로는 40대를 제외한 전 연령대에서 윤 후보가 이 후보보다 우세했다. 이어 국민의당 안철수 후보 3.8%, 정의당 심상정 후보 2.8%. 김동연 전 경제부총리 1.5% 순이었다. 조사방식은 무선전화 85%, 유선전화 15%다. 이번 조사의 표본오차는 95% 신뢰수준에 ±3.1%포인트다. "
5,"이재명, 잇따라 언론비판하며 ""요새 조금 힘들다…손잡아 달라""(종합)",2시간전	,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=100&oid=001&aid=0012792196,https://imgnews.pstatic.net/image/origin/001/2021/11/14/12792196.jpg?type=ofullfill106_72,100,"(서울·거창=연합뉴스) 김수진 강민경 기자 = 더불어민주당 이재명 대선 후보는 14일 경남 거창을 찾아 ""기울어진 운동장"", ""나쁜 언론환경""이라며 언론을 비판했다. 지난 12일 부산에서도 즉석연설을 통해 ""잘못한 것이 없어도 잘못했을지도 모른다는 소문으로 도배가 된다""며 언급한데 이어 부울경 2박3일 순회 기간 언론에 대한 비판을 쏟아낸 것이다. 이 후보는 이날 경남 거창군청 앞 광장에서 한 연설에서 ""저는 어디 가서 말실수 하나 안 하려고 노력 중인데, 요만한 거로 이만하게 만들고 다른 쪽은 엄청나게 문제가 있어도 '노코멘트, 나 몰라' 하는 안타까운 현실""이라며 ""누군가가 이 기울어진 운동장을 정상적으로 만들어야 한다""고 말했다. 이 후보는 ""여러분이 많이 도와주셔서 힘이 나기는 하는데, 사실 요새 조금 힘들다""며 ""담쟁이넝쿨이 담장 넘듯 잡초처럼 밟히면서도 한 발짝 한 발짝 기어 올라가듯 이 자리에 왔는데 여전히 그 앞에 거대한 벽이 놓여있다는 것을 절감할 때가 많다""고 토로했다. 그는 ""정말 반발이라도 갈 수 있게 여러분이 함께 손 잡아 달라""며 ""여러분의 작은 실천을 여러 곳에서 하면 큰 변화가 온다""고 말했다. 그러면서 ""태산도 티끌서부터 시작하는 거다. 대한민국 오천만 국민이 역사를 만드는 것""이라고 강조했다. 이 후보는 ""기울어진 운동장, 나쁜 언론환경을 이겨낼 수 있도록 여러분이 작은 실천을 여러 곳에서 하면 큰 변화가 온다""며 ""행동하고 알리고 공감이라도 한번 누르고, 댓글이라도 한번 쓰고, 친구에게 좋은 기사라고 알리고, 거짓말하면 그거 아니라고 해야지 세상이 바뀌지 않겠나""라고 말했다. 이에 연설을 듣기 위해 모인 지지자들은 이 후보의 연설 중간중간 ""네"", ""우리가""라고 외치며 화답했다. 이 후보는 병원 의료진과 환자, 노조 관계자 등을 만나 ""마침 공공병원이 여기 있어서 각별히 의미를 두고 왔다""며 격려했다. 그는 ""여러분도 겪고 있는 것 같은데 병실이든 뭐든 공공비중이 너무 낮다""며 ""공공의료원을 만들고 의료장비도 투자하고 인력도 늘리고 처우도 개선해서 자부심 가지고 일할 수 있도록 만들어야겠다""며 공공의료 확대에 대한 의지를 드러냈다. 간담회에 참석한 병원 노조 관계자는 이 후보가 성남시장이던 2015년 당시 폐업을 앞둔 진주의료원을 찾아 촬영한 사진을 '깜짝 선물'로 증정하기도 했다. 이 관계자는 ""성남시장님 하시면서 진주의료원에 좋은 글을 남겨주셔서 사진이 한 장 있다""며 이 후보에게 이 사진을 건넸다. 이 후보는 사진을 보고 ""저도 상당히 젊었을 때 같다""며 웃음을 터뜨린 뒤 ""진주의료원 폐업할 때 경남 강연 갔다가 이때 (찍은 사진)…. 기념으로 보겠다""고 말했다. 이 후보는 사진 속에서 자필 서명과 함께 ""진주의료원 재개원!""이라고 쓴 종이를 든 채 미소를 짓고 있다. "
6,"이재명 “언론환경, 기울어진 운동장… 정말 힘들다”",2시간전	,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=100&oid=016&aid=0001912403,https://imgnews.pstatic.net/image/origin/016/2021/11/14/1912403.jpg?type=ofullfill106_72,100,"[헤럴드경제=홍석희 기자] 이재명 더불어민주당 대선 후보가 자신의 ‘부산 재미없잖아’ 발언에 대해 ‘부산 비하 발언’이라는 야권의 공세가 시작되자 언론 환경이 과도하게 기울어져 있다며 유권자들에게 ‘언론이 돼 달라’고 부탁했다. 이 후보는 ‘정말 힘들다’고도 썼다. 이 후보는 14일 오후 자신의 페이스북에 ‘여러분이 언론이 되어 주셔야 하는 이유’라는 제목의 글에서 “기울어져도 너무 기울어진 운동장, 너무 심각한 언론환경입니다. 정말로 힘듭니다. 그러나 여러분이 조금만 도와주시면 이겨내겠습니다”고 썼다. 이 후보는 ‘부산 비하? 문맥 따지면 애정 담긴 발언’이라는 해석을 담은 동영상을 자신의 페이스북에 공유하며 이같이 썼다. 이 후보는 지난 13일 부산 영도구 한 카페에서 젊은 스타트업 대표들을 만나 “과거 부산 고갯길은 고통이지만 지금은 매력이다”며 “잘 키워서 지금보다 나은 정주 환경을 만들어야 한다”며 “부산 재미없잖아, 솔직히. 재미있긴 한데 강남 같지는 않은 측면이 있는 것”이라고 말했다. 김병민 국민의힘 선거대책위원회 대변인은 14일 논평을 내고 “이 후보가 부산 지역에 대한 비하 발언을 꺼내 충격”이라며 “지역 비하 발언에 대해 즉각 사과하길 바란다”고 했다. "
7,"고척돔 4층표 겨우 구한 尹, 30분 줄서 입장... 나홀로 5회까지 응원",2시간전	,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=100&oid=023&aid=0003652964,https://imgnews.pstatic.net/image/origin/023/2021/11/14/3652964.jpg?type=ofullfill106_72,100,"국민의힘 윤석열 대선 후보가 14일 프로야구 한국시리즈 1차전을 관람했다. 윤 후보는 이날 1시 45분쯤 서울 구로구 고척스카이돔 야구장 앞 길가에 도착해 당 공보실에서 미리 정해둔 동선(動線)인 중앙 출입문 입구로 가다 말고 관중들이 늘어선 줄로 발길을 돌렸다. 줄 길이는 400~500m였다. 윤 후보는 30여 분을 기다리는 동안 시민들의 셀카 요청에 일일이 응했다. 일부 2030세대 관중은 윤 후보를 향해 “안 그래도 복잡한데 왜 이런 데를 오고 그러느냐”고 말하기도 했다. 윤 후보는 고척돔 내야 4층 좌석에 앉았다. 윤 후보 측은 “한국시리즈 좌석 예매가 치열해 제일 꼭대기인 4층 좌석을 간신히 구한 것”이라며 “윤 후보 옆자리에 열성 여권 지지자가 앉으면 어떡하나 걱정도 했는데 후보는 신경 쓰지 않았다”고 했다. 윤 후보는 경기를 보는 동안 양 팀 모두를 응원하면서 다른 관중들처럼 박수를 치고 탄식도 했다. 방역 지침상 육성 응원은 금지돼 소리를 지르거나 응원가를 부르지는 않았다. 공수 교대 시간에는 자기를 찾아오는 시민들의 사인과 셀카 요청에 응했다. 야구를 보는 동안 가까운 거리에는 수행실장인 국민의힘 이용 의원만 있었다. 윤 후보는 양 팀이 1대1로 비긴 5회까지 경기를 보다 자리를 떴다. 이날 윤 후보의 야구장 방문과 관련해 국민의힘은 “‘윤석열식 공정’을 보여주며 2030세대와 눈높이를 맞출 수 있는 일정이었다”는 자체 평가를 내놨다. 윤 후보는 야구장에 입장한 직후 기자들이 경기를 보러 온 계기를 묻자 “위드 코로나로 관람이 가능하다고 해서 저도 좀 보고 싶다고 했더니 캠프에서 만든 모양”이라며 “날씨 좋은 가을에 그동안 코로나로 찌들었던 국민과 함께 야구 경기를 보게 돼서 아주 기분이 좋다”고 했다. 윤 후보는 응원하는 팀을 묻자 “대전에 근무할 때는 한화, 대구에 근무할 때는 삼성, 광주에 근무할 때는 해태와 기아”라며 “지방 근무할 때 야구장에 많이 다녔다”고 답했다. 윤 후보는 ‘야구장에 1만명 넘게 들어오는데 집회는 제약하는 현 정부 지침에 대해 어떻게 생각하느냐’는 질문에는 “제가 과학적이지 못하다고 그러지 않았느냐”고 반문했다. 이날 입고 온 파란색 야구 국가대표팀 점퍼를 누가 코디해줬느냐는 물음에는 “글쎄요 당에서 했나, 누가 보냈나”라며 “나한테 맞는 옷이 잘 없는데 이렇게 잘 고른 모양”이라고 했다. 윤 후보는 기자들 질문이 이어지는 도중 관중석에서 함성이 나오자 “안타가 나온 모양인데 빨리 가서 좀 봅시다”라고 재촉하기도 했다. "
8,"[속보]“다자대결, 윤석열 48.3%vs이재명 32.2%”[여론조사]",2시간전	,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=100&oid=081&aid=0003229856,https://imgnews.pstatic.net/image/origin/081/2021/11/14/3229856.jpg?type=ofullfill106_72,100,"차기 대선후보 적합도에서 국민의힘 윤석열 대선 후보가 더불어민주당 이재명 대선 후보를 오차범위를 넘어서는 격차로 앞선다는 여론조사 결과가 나왔다. 14일 여론조사업체 피플네트웍스리서치(PNR)가 뉴데일리와 시사경남 의뢰로 지난 12∼13일 전국 1002명을 대상으로 조사한 결과 윤 후보가 48.3%로 이 후보(32.2%)보다 16.1%포인트 앞섰다. 전주와 비교해 윤 후보는 2.5%포인트, 이 후보는 1.9%포인트 각각 올랐다. 이에 따라 두 후보 간 격차는 전주의 15.5%포인트에서 0.6%포인트 더 확대됐다. 이어 국민의당 안철수 후보 3.8%, 정의당 심상정 후보 2.8%. 김동연 전 경제부총리 1.5% 순이었다. "
9,"이재명 “노동이사제, 민간 기업까지 도입해야…뭐가 문제냐”",2시간전	,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=100&oid=366&aid=0000773797,https://imgnews.pstatic.net/image/origin/366/2021/11/14/773797.jpg?type=ofullfill106_72,100,"이재명 더불어민주당 대선 후보가 14일 노동이사제를 민간 기업까지 도입해야 한다고 주장했다. 노동이사제는 노동자 대표가 이사회에 참여해 발언권과 의결권을 갖고 의사결정에 참여하는 제도를 말한다. 이 후보는 이날 경남 사천 한국항공우주산업(KAI)를 방문해 간담회에서 KAI 직원으로부터 ‘문재인 정부의 대선공약인 노동이사제가 이행되지 못한 채 임기가 끝나간다’고 질문하자 “해야 한다고 생각한다”고 답했다. 그는 “공공분야로, 준공공기관으로 확대하고 나중에는 민간 영역으로 노동이사제를 도입해야 한다”고 했다. 이어 “경기도 산하기관은 다 해놓았다. 어려운 일도 아니지 않느냐”라며 “이사 자격을 부여하고 의사결정 과정에 참여하는 것이 뭐가 문제냐”라고 말했다. 문재인 정부는 2017년 7월 발표한 ‘국정운영 5개년 계획’의 100대 국정과제에서 공공기관 지배구조개선을 위해 2018년부터 노동이사제를 도입하겠다고 밝혔다. 지난 2월에는 공공기관에서 노동이사제를 도입하는 내용의 사회적 합의가 대통령 직속 사회적 대화 기구인 경제사회노동위원회(경사노위) 본위원회를 통과했다. 다만 사용자 위원 전원은 이 안건에 반대했다. 현재 국회에는 노동이사제 도입과 관련한 여러 개정안이 발의돼 있다. 노동이사를 상임 혹은 비상임으로 두는 방안, 노조 안에서 선출하거나 외부추천 이사로 두는 방안 등 다양하다. 고(故) 박원순 전 서울시장이 이끌던 서울시에서는 2016년 정원이 100명 이상인 13개 서울시 산하 투자·출연기관에 근로자 이사를 의무적으로 도입하도록 하는 조례를 제정했다. 국내에서 처음으로 도입된 노동이사제 사례다. 지난 4월에는 IBK기업은행에서 노동이사제 도입을 검토하다가 무산되기도 했다. 문재인 정부 2번째 청와대 경제수석인 윤종원 기업은행장은 작년 1월 취임 당시 ‘노조 추천 이사제를 유관기관과 적극 협의해 추진하겠다’는 노사 공동선언문을 만들었다. 그러나 올해 2월 기자간담회에서는 “노조 추천 이사제는 기대와 우려가 공존하는 사안”이라며 “관련 법률 개정이 수반돼야 한다”고 했다. 윤 행장은 노조 추천 인사를 포함한 복수의 사외이사 후보를 금융위원회에 제청했지만, 금융위는 노조 추천 인사는 낙점하지 않았다. 중소기업은행법에 따르면 이사 임명권은 금융위가 쥐고 있다. "
